,RegionName,InventoryRaw_AllHomes
3747699,brimfieldpeoriail,14.0
3747706,bristol_townshipbuckspa,52.0
3747707,bristolbristol_cityva,174.0
3747708,bristolbristolri,76.0
3747709,bristolbuckspa,18.0
3747711,bristolelkhartin,26.0
3747712,bristolhartfordct,264.0
3747713,bristolkenoshawi,22.0
3747716,bristolsullivantn,212.0
3747718,bristowcreekok,26.0
3747720,brittany_farms_highlandsbuckspa,6.0
3747722,broad_brookhartfordct,38.0
3747726,broadview_heightscuyahogaoh,67.0
3747730,broadwayrockinghamva,32.0
3747732,brocktonplymouthma,124.0
3747733,brodheadgreenwi,18.0
3747736,broken_arrowtulsaok,646.0
3747742,brook_parkcuyahogaoh,38.0
3747745,brookfieldcarrollnh,6.0
3747746,brookfieldcookil,64.0
3747747,brookfieldfairfieldct,102.0
3747748,brookfieldlinnmo,24.0
3747750,brookfieldwaukeshawi,110.0
3747752,brookhavendekalbga,272.0
3747753,brookhavendelawarepa,24.0
3747755,brookhavenmonongaliawv,58.0
3747756,brookhavensuffolkny,24.0
3747758,brookingscurryor,143.0
3747760,brooklawncamdennj,12.0
3747761,brookletbullochga,38.0
3747762,brooklinehillsboroughnh,16.0
3747764,brooklinhancockme,21.0
3747765,brooklyn_centerhennepinmn,35.0
3747767,brooklyn_parkanne_arundelmd,52.0
3747768,brooklyn_parkhennepinmn,108.0
3747769,brooklyncuyahogaoh,20.0
3747771,brooklynjacksonmi,36.0
3747773,brooklynwindhamct,42.0
3747778,brooksfayettega,28.0
3747781,brookstonwhitein,8.0
3747782,brooksvillebrackenky,25.0
3747783,brooksvillehancockme,14.0
3747784,brooksvillehernandofl,42.0
3747785,brookswaldome,4.0
3747786,brookvillefranklinin,35.0
3747788,brookvillemontgomeryoh,15.0
3747790,broomalldelawarepa,12.0
3747791,broomfieldbroomfieldco,91.0
3747795,broussardlafayettela,153.0
3747798,brown_citysanilacmi,8.0
3747799,brown_deermilwaukeewi,26.0
3747802,browns_lakeracinewi,12.0
3747803,browns_millsburlingtonnj,86.0
3747804,browns_summitguilfordnc,52.0
3747807,brownsburghendricksin,114.0
3747809,brownstownwaynemi,70.0
3747810,brownsville_townshipfayettepa,18.0
3747811,brownsvillecamerontx,390.0
3747814,brownsvillelinnor,8.0
3747819,brownvillepiscataquisme,10.0
3747822,bruceruskwi,28.0
3747826,bruledouglaswi,9.0
3747828,brunswickfrederickmd,53.0
3747829,brunswickglynnga,299.0
3747830,brunswickmedinaoh,122.0
3747831,brunswickrensselaerny,32.0
3747832,brush_prairieclarkwa,24.0
3747834,brushmorganco,14.0
3747836,brusselsdoorwi,16.0
3747838,brutuscheboyganmi,7.0
3747839,bryanbrazostx,282.0
3747840,bryans_roadcharlesmd,26.0
3747841,bryantjacksonal,12.0
3747843,bryantsalinear,80.0
3747844,bryanwilliamsoh,55.0
3747846,bryn_mawrdelawarepa,70.0
3747847,bryson_cityswainnc,148.0
3747848,buchanan_damllanotx,12.0
3747849,buchananberrienmi,18.0
3747850,buchananbotetourtva,14.0
3747851,buchananharalsonga,24.0
3747853,buchananoutagamiewi,14.0
3747856,buckeyemaricopaaz,364.0
3747857,buckhannonupshurwv,102.0
3747858,buckheadmorganga,30.0
3747860,buckinghambuckspa,95.0
3747861,buckleypiercewa,44.0
3747862,buckleywexfordmi,21.0
3747866,budahaystx,90.0
3747867,budd_lakemorrisnj,44.0
3747870,buena_parkorangeca,56.0
3747871,buena_vista_townshipatlanticnj,46.0
3747875,buena_vistamarionga,14.0
3747879,buffalo_grovelakeil,114.0
3747880,buffalo_junctionmecklenburgva,24.0
3747882,buffalo_townshipbutlerpa,32.0
3747885,buffaloerieny,272.0
3747892,buffalowrightmn,40.0
3747893,bufordgwinnettga,280.0
3747897,buhltwin_fallsid,51.0
3747899,bull_valleymchenryil,8.0
3747901,bullhead_citymohaveaz,264.0
3747902,bulls_gaphawkinstn,20.0
3747904,bulverdecomaltx,78.0
3747905,bumpasslouisava,103.0
3747909,bunker_hillberkeleywv,47.0
3747910,bunker_hillmacoupinil,12.0
3747913,bunnellflaglerfl,27.0
3747917,burbankcookil,86.0
3747918,burbanklos_angelesca,37.0
3747925,burienkingwa,46.0
3747926,burkburnettwichitatx,54.0
3747931,burlesonjohnsontx,132.0
3747932,burleycassiaid,28.0
3747935,burlington_townshipburlingtonnj,188.0
3747936,burlingtonalamancenc,167.0
3747937,burlingtonbooneky,64.0
3747939,burlingtonchittendenvt,38.0
3747942,burlingtonhartfordct,70.0
3747945,burlingtonskagitwa,25.0
3747946,burnetburnettx,84.0
3747957,burnsvilledakotamn,72.0
3747959,burnsvilleyanceync,294.0
3747961,burr_ridgedu_pageil,133.0
3747962,burrillvilleprovidenceri,44.0
3747964,burtonbeaufortsc,29.0
3747966,burtongeneseemi,74.0
3747967,burtonsvillemontgomerymd,38.0
3747971,bushnellsumterfl,46.0
3747972,bushsaint_tammanyla,25.0
3747974,bustichautauquany,12.0
3747975,butler_beachsaint_johnsfl,132.0
3747977,butler_townshipbutlerpa,78.0
3747982,butlerjohnsontn,79.0
3747983,butlermorrisnj,23.0
3747989,buttesilver_bowmt,130.0
3747990,buxtonyorkme,14.0
3747993,byhaliamarshallms,36.0
3747994,byram_townshipsussexnj,59.0
3747995,byramhindsms,42.0
3747996,byrdstownpicketttn,26.0
3747998,byron_centerkentmi,76.0
3748002,byronpeachga,68.0
3748007,cablebayfieldwi,52.0
3748009,cabooltexasmo,38.0
3748010,cabotlonokear,223.0
3748014,cadillacwexfordmi,47.0
3748016,cadiztriggky,130.0
3748021,cahokiasaint_clairil,46.0
3748022,cairogradyga,64.0
3748024,calabasaslos_angelesca,53.0
3748026,calaiswashingtonme,17.0
3748027,calaiswashingtonvt,16.0
3748029,caldwellcanyonid,220.0
3748033,caledonia_townshipkentmi,49.0
3748035,caledonialowndesms,14.0
3748037,caledoniaracinewi,62.0
3748038,calerashelbyal,124.0
3748040,calhanel_pasoco,22.0
3748041,calhoungordonga,124.0
3748043,calhounouachitala,36.0
3748045,california_citykernca,94.0
3748047,californiasaint_marysmd,84.0
3748049,calimesariversideca,28.0
3748051,callahannassaufl,34.0
3748052,callaonorthumberlandva,20.0
3748053,callawaybayfl,50.0
3748056,callicoonsullivanny,34.0
3748057,caln_townshipchesterpa,51.0
3748058,calumet_citycookil,139.0
3748060,calumet_parkcookil,25.0
3748064,calvertonsuffolkny,32.0
3748068,camarilloventuraca,122.0
3748069,camasclarkwa,124.0
3748074,cambriasan_luis_obispoca,64.0
3748078,cambridgedorchestermd,160.0
3748079,cambridgeguernseyoh,68.0
3748081,cambridgeisantimn,36.0
3748086,camdencamdennj,263.0
3748088,camdenhillsdalemi,20.0
3748089,camdenkentde,24.0
3748090,camdenkershawsc,186.0
3748091,camdenouachitaar,54.0
3748092,camdenprebleoh,12.0
3748093,camdentoncamdenmo,327.0
3748095,cameronbarronwi,32.0
3748096,cameronclintonmo,50.0
3748102,camillamitchellga,41.0
3748105,camp_hillcumberlandpa,13.0
3748106,camp_lakekenoshawi,18.0
3748108,camp_verdeyavapaiaz,40.0
3748110,campbellmahoningoh,36.0
3748112,campbellsburghenryky,7.0
3748115,campbellsvilletaylorky,86.0
3748117,campobellospartanburgsc,38.0
3748120,campton_hillskaneil,135.0
3748121,camptongraftonnh,46.0
3748123,canaanessexvt,14.0
3748125,canaanlitchfieldct,63.0
3748128,canal_fultonstarkoh,28.0
3748129,canal_winchesterfranklinoh,30.0
3748130,canastotamadisonny,36.0
3748134,candler_mcafeedekalbga,78.0
3748137,canfieldmahoningoh,128.0
3748141,canon_cityfremontco,113.0
3748142,canonfranklinga,16.0
3748143,canonsburgwashingtonpa,32.0
3748145,canterburywindhamct,29.0
3748148,cantoncherokeega,486.0
3748151,cantonhartfordct,64.0
3748152,cantonhaywoodnc,82.0
3748153,cantonmadisonms,86.0
3748155,cantonmentescambiafl,116.0
3748156,cantonnorfolkma,43.0
3748157,cantonstarkoh,436.0
3748158,cantonvan_zandttx,71.0
3748159,cantonwaynemi,206.0
3748161,canutilloel_pasotx,8.0
3748162,canyon_lakecomaltx,150.0
3748163,canyon_lakeriversideca,72.0
3748165,canyonrandalltx,34.0
3748168,cape_canaveralbrevardfl,98.0
3748169,cape_carteretcarteretnc,20.0
3748170,cape_charlesnorthamptonva,40.0
3748171,cape_coralleefl,1858.0
3748172,cape_elizabethcumberlandme,34.0
3748174,cape_may_court_housecape_maynj,70.0
3748175,cape_maycape_maynj,95.0
3748186,carbondalegarfieldco,24.0
3748187,carbondalejacksonil,216.0
3748189,cardingtonmorrowoh,10.0
3748191,carefreemaricopaaz,114.0
3748192,carencrolafayettela,109.0
3748194,carl_junctionjaspermo,68.0
3748197,carlinvillemacoupinil,59.0
3748198,carlislecumberlandpa,47.0
3748200,carlislemiddlesexma,14.0
3748201,carlislenicholasky,32.0
3748203,carlislewarrenia,28.0
3748207,carlsbadeddynm,177.0
3748208,carlsbadsan_diegoca,148.0
3748212,carltonorleansny,14.0
3748215,carmel_by_the_seamontereyca,152.0
3748216,carmel_valleymontereyca,36.0
3748217,carmelhamiltonin,325.0
3748219,carmelputnamny,127.0
3748220,carmichaelsacramentoca,76.0
3748223,carnationkingwa,12.0
3748226,carnesvillefranklinga,28.0
3748227,carneybaltimoremd,54.0
3748229,carneys_point_townshipsalemnj,90.0
3748233,carol_streamdu_pageil,63.0
3748234,carolina_beachnew_hanovernc,154.0
3748235,carolina_shoresbrunswicknc,88.0
3748237,carotuscolami,54.0
3748238,carp_lakeemmetmi,7.0
3748239,carpentersvillekaneil,64.0
3748240,carpinteriasanta_barbaraca,42.0
3748243,carrboroorangenc,12.0
3748244,carrierepearl_riverms,124.0
3748246,carroll_townshipperrypa,16.0
3748248,carroll_townshipyorkpa,39.0
3748249,carroll_valleyadamspa,32.0
3748253,carrolltoncarrollga,160.0
3748255,carrolltoncarrolloh,40.0
3748256,carrolltondentontx,182.0
3748258,carrolltonisle_of_wightva,80.0
3748260,carson_citycarson_citynv,131.0
3748262,carsonlos_angelesca,34.0
3748267,carteretmiddlesexnj,65.0
3748268,cartersvillebartowga,162.0
3748270,cartervillewilliamsonil,42.0
3748271,carthagejaspermo,44.0
3748272,carthagejeffersonny,44.0
3748275,carthagepanolatx,105.0
3748279,carvercarvermn,14.0
3748280,carverplymouthma,23.0
3748281,carymchenryil,65.0
3748282,caryvillecampbelltn,29.0
3748283,carywakenc,353.0
3748284,casa_grandepinalaz,292.0
3748286,cascade_townshipkentmi,68.0
3748296,caseyvillesaint_clairil,19.0
3748305,casselberryseminolefl,72.0
3748306,cassopoliscassmi,66.0
3748310,castaiclos_angelesca,32.0
3748313,castalian_springssumnertn,10.0
3748314,castle_haynenew_hanovernc,57.0
3748317,castle_rockcowlitzwa,16.0
3748318,castle_rockdouglasco,276.0
3748319,castle_shannonalleghenypa,20.0
3748321,castro_valleyalamedaca,16.0
3748324,caswell_beachbrunswicknc,15.0
3748326,catalina_foothillspimaaz,199.0
3748327,catalinapimaaz,16.0
3748328,catasauqualehighpa,17.0
3748329,cataulaharrisga,22.0
3748335,cathedral_cityriversideca,261.0
3748337,cathlametwahkiakumwa,26.0
3748338,catlettfauquierva,14.0
3748339,catlettsburgboydky,36.0
3748342,catonsvillebaltimoremd,100.0
3748343,catoosarogersok,22.0
3748344,catskillgreeneny,59.0
3748345,cave_citybarrenky,20.0
3748347,cave_creekmaricopaaz,132.0
3748348,cave_junctionjosephineor,42.0
3748349,cave_springfloydga,12.0
3748350,cave_springsbentonar,40.0
3748352,caycelexingtonsc,32.0
3748353,cayucossan_luis_obispoca,26.0
3748356,cecil_townshipwashingtonpa,34.0
3748358,cecilshawanowi,18.0
3748361,cedar_cityironut,150.0
3748362,cedar_creekbastroptx,26.0
3748363,cedar_crestbernalillonm,24.0
3748364,cedar_fallsblack_hawkia,145.0
3748366,cedar_groveessexnj,30.0
3748370,cedar_hilldallastx,84.0
3748375,cedar_lakelakein,86.0
3748377,cedar_parkwilliamsontx,132.0
3748378,cedar_pointcarteretnc,34.0
3748379,cedar_rapidslinnia,574.0
3748380,cedar_springskentmi,37.0
3748382,cedarhurstnassauny,18.0
3748383,cedarleelanaumi,38.0
3748384,cedartownpolkga,88.0
3748386,cedarvillemackinacmi,34.0
3748387,celebrationosceolafl,154.0
3748389,celinaclaytn,22.0
3748390,celinacollintx,196.0
3748392,cement_citylenaweemi,5.0
3748393,centennialarapahoeco,69.0
3748395,center_harborbelknapnh,5.0
3748397,center_morichessuffolkny,55.0
3748399,center_pointjeffersonal,50.0
3748401,center_townshipbeaverpa,38.0
3748404,centereachsuffolkny,70.0
3748406,centerportsuffolkny,22.0
3748408,centertonbentonar,94.0
3748412,centervilledavisut,26.0
3748414,centervillehoustonga,26.0
3748415,centervillemontgomeryoh,64.0
3748422,central_lakeantrimmi,11.0
3748423,central_pointjacksonor,74.0
3748425,centraliaboonemo,32.0
3748426,centralialewiswa,64.0
3748428,centre_townshipberkspa,9.0
3748431,centrevillefairfaxva,125.0
3748432,centrevillequeen_annesmd,83.0
3748435,centuriapolkwi,8.0
3748437,centuryescambiafl,13.0
3748438,ceresstanislausca,46.0
3748440,cerritoslos_angelesca,22.0
3748442,chadds_ford_townshipdelawarepa,24.0
3748444,chagrin_fallsgeaugaoh,157.0
3748448,chalmettesaint_bernardla,64.0
3748451,chambersburgfranklinpa,78.0
3748453,champaignchampaignil,442.0
3748457,champlinhennepinmn,44.0
3748460,chandlerhendersontx,44.0
3748462,chandlermaricopaaz,826.0
3748465,chanhassencarvermn,54.0
3748466,channahonwillil,50.0
3748467,channelviewharristx,28.0
3748468,chantillyloudounva,116.0
3748470,chaparraldona_ananm,21.0
3748471,chapel_hillmarshalltn,20.0
3748472,chapel_hillorangenc,372.0
3748473,chapinlexingtonsc,312.0
3748478,chappaquawestchesterny,60.0
3748482,chardongeaugaoh,90.0
3748485,charles_townjeffersonwv,112.0
3748487,charlestonbradleytn,26.0
3748488,charlestoncharlestonsc,1165.0
3748490,charlestonkanawhawv,472.0
3748491,charlestown_townshipchesterpa,70.0
3748492,charlestownclarkin,82.0
3748493,charlestownwashingtonri,68.0
3748494,charlevoixcharlevoixmi,154.0
3748495,charlotte_court_housecharlotteva,14.0
3748496,charlotte_hallcharlesmd,20.0
3748497,charlottechittendenvt,30.0
3748499,charlotteeatonmi,73.0
3748500,charlottemecklenburgnc,1754.0
3748501,charlottesvillealbemarleva,390.0
3748503,charltonworcesterma,35.0
3748505,chase_citymecklenburgva,26.0
3748506,chaskacarvermn,71.0
3748509,chatham_townshipmorrisnj,46.0
3748510,chathambarnstablema,152.0
3748513,chathamsangamonil,83.0
3748515,chatsworthmurrayga,20.0
3748519,chattanoogahamiltontn,595.0
3748520,chattaroyspokanewa,14.0
3748523,cheat_lakemonongaliawv,100.0
3748524,cheboygancheboyganmi,144.0
3748526,cheektowagaerieny,100.0
3748527,chehalislewiswa,96.0
3748528,chelanchelanwa,166.0
3748529,chelmsfordmiddlesexma,38.0
3748532,chelseashelbyal,166.0
3748534,chelseawashtenawmi,46.0
3748535,cheltenhammontgomerypa,87.0
3748539,cheneyspokanewa,45.0
3748541,cherawchesterfieldsc,64.0
3748546,cherry_hillcamdennj,328.0
3748547,cherry_hills_villagearapahoeco,33.0
3748550,cherry_valleywinnebagoil,12.0
3748552,cherryloggilmerga,40.0
3748555,chesaningsaginawmi,20.0
3748556,chesapeake_beachcalvertmd,67.0
3748557,chesapeake_citycecilmd,14.0
3748558,chesapeakechesapeake_cityva,1310.0
3748560,chesapeakelawrenceoh,34.0
3748561,cheshireberkshirema,20.0
3748562,cheshirenew_havenct,155.0
3748563,chesilhurstcamdennj,16.0
3748564,chesneespartanburgsc,46.0
3748565,chester_chester_depotwindsorvt,11.0
3748567,chester_springschesterpa,60.0
3748568,chester_townshipdelawarepa,106.0
3748569,chester_townshipmorrisnj,72.0
3748571,chesterchesterfieldva,167.0
3748573,chesterfieldburlingtonnj,58.0
3748574,chesterfieldchesterfieldva,304.0
3748577,chesterfieldmacombmi,129.0
3748579,chesterfieldsaint_louismo,240.0
3748583,chestermiddlesexct,74.0
3748585,chesterqueen_annesmd,39.0
3748586,chesterrandolphil,23.0
3748588,chestertonporterin,44.0
3748589,chestertownkentmd,47.0
3748591,chesterwindsorvt,42.0
3748593,chetekbarronwi,54.0
3748596,cheviothamiltonoh,15.0
3748599,chevy_chasemontgomerymd,92.0
3748600,chewelahstevenswa,35.0
3748601,cheyennelaramiewy,338.0
3748602,chicago_heightscookil,91.0
3748603,chicago_ridgecookil,26.0
3748604,chicagocookil,7250.0
3748606,chickamaugawalkerga,51.0
3748607,chickasawmobileal,26.0
3748608,chickashagradyok,116.0
3748609,chicobutteca,136.0
3748610,chicopeehampdenma,93.0
3748611,chicowisetx,16.0
3748613,childersburgtalladegaal,20.0
3748617,chillicothelivingstonmo,84.0
3748618,chillicothepeoriail,66.0
3748624,china_groverowannc,44.0
3748627,china_villagekennebecme,28.0
3748630,chino_hillssan_bernardinoca,118.0
3748631,chino_valleyyavapaiaz,50.0
3748633,chinosan_bernardinoca,113.0
3748635,chipleywashingtonfl,103.0
3748637,chippewa_townshipbeaverpa,44.0
3748638,chisago_citychisagomn,26.0
3748644,choctawoklahomaok,91.0
3748646,chouteaumayesok,22.0
3748647,chowchillamaderaca,38.0
3748650,christianarutherfordtn,32.0
3748651,christiansburgmontgomeryva,96.0
3748654,chubbuckbannockid,28.0
3748655,chuckeygreenetn,26.0
3748656,chula_vistasan_diegoca,209.0
3748658,chunchulamobileal,23.0
3748660,church_hillhawkinstn,61.0
3748661,church_hillqueen_annesmd,15.0
3748664,churchillalleghenypa,31.0
3748666,churchvilleaugustava,16.0
3748671,cibologuadalupetx,229.0
3748672,cicerocookil,42.0
3748673,cicerohamiltonin,24.0
3748674,ciceroonondagany,104.0
3748675,cimarron_hillsel_pasoco,20.0
3748676,cincinnatihamiltonoh,799.0
3748677,cinco_ranchfort_bendtx,60.0
3748678,cinnaminsonburlingtonnj,67.0
3748681,ciscoeastlandtx,20.0
3748683,citramarionfl,43.0
3748686,citrus_heightssacramentoca,78.0
3748687,citrus_parkhillsboroughfl,62.0
3748688,citrus_ridgeosceolafl,872.0
3748690,clairtonalleghenypa,36.0
3748694,clareclaremi,36.0
3748697,claremontlos_angelesca,48.0
3748698,claremontsullivannh,64.0
3748699,claremorerogersok,232.0
3748701,clarenceerieny,97.0
3748702,clarendon_hillsdu_pageil,39.0
3748704,clarendonrutlandvt,13.0
3748709,clarkdaleyavapaiaz,26.0
3748710,clarkesvillehabershamga,192.0
3748711,clarklakejacksonmi,8.0
3748712,clarkrangefentresstn,20.0
3748714,clarks_greenlackawannapa,4.0
3748718,clarksburgharrisonwv,120.0
3748719,clarksburgmontgomerymd,91.0
3748722,clarksongraysonky,7.0
3748724,clarkstonasotinwa,86.0
3748725,clarkstondekalbga,18.0
3748726,clarkstonoaklandmi,184.0
3748727,clarkstownrocklandny,273.0
3748728,clarksvilleclarkin,29.0
3748731,clarksvillejohnsonar,128.0
3748732,clarksvillemecklenburgva,106.0
3748733,clarksvillemontgomerytn,1011.0
3748734,clarksvillered_rivertx,22.0
3748737,clarkunionnj,52.0
3748738,clatskaniecolumbiaor,24.0
3748740,clawsonoaklandmi,24.0
3748747,clayjeffersonal,62.0
3748748,claymontnew_castlede,60.0
3748749,clayonondagany,54.0
3748750,claypoolkosciuskoin,14.0
3748753,claytongloucesternj,58.0
3748754,claytonhendricksin,13.0
3748755,claytonjohnstonnc,426.0
3748758,claytonmontgomeryoh,56.0
3748760,claytonrabunga,178.0
3748761,claytonsaint_louismo,48.0
3748764,cle_elumkittitaswa,53.0
3748771,clear_springwashingtonmd,14.0
3748775,clearfielddavisut,30.0
3748776,clearlake_oakslakeca,36.0
3748777,clearlakelakeca,47.0
3748778,clearwaterpinellasfl,836.0
3748780,cleburnejohnsontx,52.0
3748781,clementoncamdennj,46.0
3748783,clemmonsforsythnc,88.0
3748784,clemsonpickenssc,42.0
3748788,clermontcolumbiany,10.0
3748791,clermontlakefl,280.0
3748792,clermontmarionin,6.0
3748793,cleveland_heightscuyahogaoh,250.0
3748795,clevelandbradleytn,370.0
3748796,clevelandcuyahogaoh,939.0
3748797,clevelandgreenvillesc,12.0
3748799,clevelandlibertytx,132.0
3748801,clevelandrowannc,20.0
3748802,clevelandwhitega,164.0
3748804,cleveshamiltonoh,39.0
3748807,cliffside_parkbergennj,124.0
3748808,cliffwood_beachmonmouthnj,22.0
3748809,cliffwoodmonmouthnj,22.0
3748811,clifton_heightsdelawarepa,34.0
3748812,clifton_parksaratogany,126.0
3748814,cliftonbosquetx,42.0
3748815,cliftonfairfaxva,57.0
3748818,cliftonmesaco,34.0
3748819,cliftonpassaicnj,196.0
3748821,cliftonwaynetn,30.0
3748822,climax_springscamdenmo,50.0
3748825,clintel_pasotx,23.0
3748826,clinton_townshiphunterdonnj,71.0
3748828,clinton_townshipmacombmi,198.0
3748831,clintonandersontn,78.0
3748835,clintondavisut,26.0
3748837,clintondutchessny,40.0
3748841,clintonhindsms,104.0
3748843,clintonlaurenssc,37.0
3748845,clintonmiddlesexct,88.0
3748848,clintonprince_georgesmd,112.0
3748849,clintonsampsonnc,58.0
3748851,clintonvan_burenar,48.0
3748853,clintonvillewaupacawi,46.0
3748854,clintonworcesterma,25.0
3748858,clivepolkia,112.0
3748859,cloquetcarltonmn,19.0
3748862,cloverdaleputnamin,18.0
3748867,cloveryorksc,124.0
3748868,cloviscurrynm,360.0
3748869,clovisfresnoca,210.0
3748872,clydecallahantx,26.0
3748873,clydehaywoodnc,92.0
3748879,coal_citygrundyil,20.0
3748887,coalvillesummitut,32.0
3748888,coarsegoldmaderaca,86.0
3748889,coatesvillechesterpa,64.0
3748890,coatesvilleputnamin,18.0
3748893,cobleskillschoharieny,37.0
3748894,cochectonsullivanny,20.0
3748895,cochisecochiseaz,10.0
3748896,cochranbleckleyga,28.0
3748897,cockeysvillebaltimoremd,82.0
3748899,cocoa_beachbrevardfl,182.0
3748900,cocoabrevardfl,216.0
3748901,coconut_creekbrowardfl,252.0
3748903,codorus_townshipyorkpa,24.0
3748904,codyparkwy,148.0
3748906,coeur_d_alenekootenaiid,328.0
3748911,cohassetitascamn,22.0
3748912,cohassetnorfolkma,55.0
3748913,cohoesalbanyny,30.0
3748914,cokatowrightmn,14.0
3748916,colbertmadisonga,22.0
3748917,colbertspokanewa,45.0
3748922,cold_spring_harborsuffolkny,22.0
3748923,cold_springcampbellky,23.0
3748926,cold_springswashoenv,18.0
3748928,coldspringsan_jacintotx,54.0
3748933,cole_campbentonmo,12.0
3748935,colebrookdale_townshipberkspa,9.0
3748936,colebrooklitchfieldct,18.0
3748938,colemanmarinettewi,16.0
3748939,colemanmidlandmi,20.0
3748945,colfaxdunnwi,23.0
3748949,colfaxplacerca,30.0
3748951,collbranmesaco,21.0
3748954,college_parkprince_georgesmd,34.0
3748955,college_placewalla_wallawa,38.0
3748956,college_stationbrazostx,478.0
3748957,college_townshipcentrepa,19.0
3748958,collegedalehamiltontn,16.0
3748961,colleyvilletarranttx,140.0
3748962,collier_townshipalleghenypa,34.0
3748964,colliervilleshelbytn,171.0
3748965,collingdaledelawarepa,32.0
3748966,collings_lakesatlanticnj,17.0
3748967,collingswoodcamdennj,50.0
3748976,collinsvillemadisonil,118.0
